"Id";"Data transakcji / wyceny";"Województwo";"Powiat";"Gmina";"Miejscowość";"Dzielnica";"Obręb geodezyjny";"Arkusz mapy";"Ulica";"Nr domu";"Nr lokalu";"Powierzchnia użytkowa (m2)";"Cena";"Cena m2 p.u.";"Cena z uwzględnieniem miejsca postojowego";"Cena m2 p.u. z uwzględnieniem miejsca postojowego";"Kondygnacja lokalu";"Liczba kondygnacji";"Liczba izb";"Rok budowy";"Rodzaj budynku";"Stan prawny lokalu";"Stan prawny gruntu";"Źródło informacji";"Opis";"Konstrukcja budynku";"Cena brutto";"Cena brutto m2 p.u.";"Cena brutto z uwzględnieniem miejsca postojowego";"Cena brutto m2 p.u. z uwzględnieniem miejsca postojowego";"Nr KW";"Sąd wieczystoksięgowy";"Nr aktu notarialnego";"Źródło danych do wpisu";"Sprzedający";"Kupujący";"Pomieszczenia przynależne - ilość";"Pomieszczenie przynależne - opis";"Cena p. przynależnego zawarta w cenie transakcyjnej";"Pomieszczenia przynależne - Cena za sztukę";"Liczba miejsc postojowych";"Rodzaj miejsca postojowego";"Cena m. postojowego zawarta w cenie transakcyjnej";"M. postojowe - Cena za sztukę";"Pomieszczenia inne przynależne";"Pozostałe obiekty";"Funkcjonalność lokalu";"Standard lokalu";"Powierzchnia użytkowa budynku";"Standard techniczny budynku";"Modernizowany w ostatnich 5 latach";"Ekspozycja lokalu";"Winda";"Kod pocztowy";"Osiedle";"Strefa miasta";"Otoczenie";"Dostępność komunikacyjna";"Źródło ceny";"Cena (waluta)";"Waluta";"Kurs waluty z dn. transakcji";"Stan prawny budynku";"Dział III KW lokalu";"Dział III KW gruntu";"Wartość rynkowa";"Wartość odtworzeniowa";"Stawka VAT";"M. postojowe - Stawka VAT";"Data utworzenia";"Data modyfikacji";"Wpisana przez";"Modyfikowana przez";"Świadectwo charakterystyki energetycznej";"Nr św. ch. energetycznej";"Wskaźnik zapotrzebowania na energię pierwotną (EP)";"Wskaźnik zapotrzebowania na energię pierwotną (EK)";"Numer działki";"Pole powierzchni gruntu";"Udział"
"";"2017-02-28";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Pilczyce (41)";"15";"ul. GÓRNICZA ";"53 ";"12";"31.04";"185185.19";"5966.02";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"Brak informacji czy cena netto/brutto, ceny unettowiono ;III piętro,komunikacja,salon z kuchnią,łazienka,sypialna;Obręb: 0041 - Pilczyce, Ark.: 15, Nr dz.: 113/9;księga gruntowa: WR1K/00326481/6";"";"200000.00";"6443.30";"";"";"WR1K/00356432/7";"Sąd Rejonowy dla Wrocławia - Krzyków";"919/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-136";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"113/9";"145";"264/4000
"
"";"2017-06-12";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Pilczyce (41)";"15";"ul. GÓRNICZA ";"53 ";"12";"31.04";"183796.30";"5921.27";"";"";"";"";"0";"";"";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"Brak informacji czy cena netto/brutto, ceny unettowiono ;4 kondygnacja, komunikacja, salon z kuchnią, łazienka oraz sypialnia;Obręb: 0041 - Pilczyce, Ark.: 15, Nr dz.: 113/9";"";"198500.00";"6394.97";"";"";"WR1K/00326481/6";"Sąd Rejonowy dla Wrocławia - Krzyków";"3274/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-136";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"113/9";"145";"264/4000
"
"";"2017-06-05";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Pilczyce (41)";"15";"ul. GÓRNICZA ";"59 ";"7";"30.47";"180555.56";"5925.68";"";"";"";"";"0";"";"";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"Brak informacji czy cena netto/brutto, ceny unettowiono ;4 kondygnacja, 1 salon z kuchnią, kominikacja, łazienka i 1 sypialnia;Obręb: 0041 - Pilczyce, Ark.: 15, Nr dz.: 113/26;księga gruntowa: WR1K/00326487/8";"";"195000.00";"6399.74";"";"";"WR1K/00356433/4";"Sąd Rejonowy dla Wrocławia - Krzyków";"3168/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-136";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"113/26";"121";"367/4000
"
"";"2017-06-05";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Pilczyce (41)";"15";"ul. GÓRNICZA ";"59 ";"8";"24.34";"152777.78";"6276.82";"";"";"";"";"0";"";"";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"Brak informacji czy cena netto/brutto, ceny unettowiono ;4 kondygnacja, 1 salon z kuchnią, łazienka oraz 1 kuchnia;Obręb: 0041 - Pilczyce, Ark.: 15, Nr dz.: 113/26";"";"165000.00";"6778.96";"";"";"WR1K/00326487/8";"Sąd Rejonowy dla Wrocławia - Krzyków";"3168/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-136";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"113/26";"121";"293/4000
"
"";"2017-02-27";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Pilczyce (41)";"15";"ul. GÓRNICZA ";"59 ";"9";"30.32";"106481.48";"3511.92";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"Brak informacji czy cena netto/brutto, ceny unettowiono w tym za udz. w drodze wew.;III piętro,2 pokoje w tym jeden z aneksem kuchennym,łazienka + udz. 1/30cz. wdz.113/76 stanowiąca drogę dojazdową;Obręb: 0041 - Pilczyce, Ark.: 15, Nr dz.: 113/26;księga gruntowa: WR1K/00326487/8";"";"115000.00";"3792.88";"";"";"WR1K/00356410/7";"Sąd Rejonowy dla Wrocławia - Krzyków";"954/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-136";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"113/26";"121";"330/4000
"
"";"2017-04-07";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Pilczyce (41)";"15";"ul. GÓRNICZA ";"61 ";"6";"22.57";"157407.41";"6974.19";"";"";"";"";"0";"";"";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"Brak informacji czy cena netto/brutto, ceny unettowiono ;2 kondygnacja, pokój, kuchnia, łazienka;Obręb: 0041 - Pilczyce, Ark.: 15, Nr dz.: 113/18;księga gruntowa: WR1K/00326486/1";"";"170000.00";"7532.12";"";"";"WR1K/00332790/0";"Sąd Rejonowy dla Wrocławia - Krzyków";"1855/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-136";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"113/18";"137";"2250/45000
"
"";"2016-12-07";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Pilczyce (41)";"15";"ul. GÓRNICZA ";"63 ";"5";"43.25";"199675.93";"4616.78";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"Brak informacji czy cena netto/brutto, ceny unettowiono ;II piętro,2 pokoje, wtym jeden z aneksem kuchennym,łazienka,korytarz;Obręb: 0041 - Pilczyce, Ark.: 15, Nr dz.: 113/36;księga gruntowa: WR1K/00332049/1";"";"215650.00";"4986.13";"";"";"WR1K/00353237/9";"Sąd Rejonowy dla Wrocławia - Krzyków";"6156/2016";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-136";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"113/36";"118";"1258/10000
"
"";"2016-12-07";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Pilczyce (41)";"15";"ul. GÓRNICZA ";"63 ";"6";"42.82";"199398.15";"4656.66";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"Brak informacji czy cena netto/brutto, ceny unettowiono ;II piętro,2 pokoje, w tym jeden z aneksem kuchennym,łazienka,korytarz;Obręb: 0041 - Pilczyce, Ark.: 15, Nr dz.: 113/36;księga gruntowa: WR1K/00332049/1";"";"215350.00";"5029.19";"";"";"WR1K/00353240/3";"Sąd Rejonowy dla Wrocławia - Krzyków";"6164/2016";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-136";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"113/36";"118";"1253/10000
"
"";"2016-12-07";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Pilczyce (41)";"15";"ul. GÓRNICZA ";"67 ";"5";"43.06";"200000.00";"4644.68";"";"";"";"";"0";"";"";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"Brak informacji czy cena netto/brutto, ceny unettowiono ;2 piętro, 2 pokoje w tym jeden z aneksem kuchennym, łazienka, korytarz;Obręb: 0041 - Pilczyce, Ark.: 15, Nr dz.: 113/66;księga gruntowa: WR1K/00332047/7";"";"216000.00";"5016.26";"";"";"WR1K/00357171/6";"Sąd Rejonowy dla Wrocławia - Krzyków";"6148/2016";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-136";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"113/66";"139";"1243/10000
"
"";"2016-10-12";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Pilczyce (41)";"15";"ul. GÓRNICZA ";"69 ";"6";"46.46";"227458.33";"4895.79";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"Brak informacji czy cena netto/brutto, ceny unettowiono ;2 piętro,2 pokoje,kuchnia,łazienka,korytarz,prawo do korzystania z pomieszczeniapiwnicznego nr 6 o pow. 2 m2;Obręb: 0041 - Pilczyce, Ark.: 15, Nr dz.: 113/67,113/68;księga gruntowa: WR1K/00328467/6";"";"245655.00";"5287.45";"";"";"WR1K/00351186/2";"Sąd Rejonowy dla Wrocławia - Krzyków";"4668/2016";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-136";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"113/67,113/68";"296";"636/10000
"
"";"2016-12-22";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Pilczyce (41)";"15";"ul. GÓRNICZA ";"69 ";"8";"48.64";"231940.74";"4768.52";"";"";"";"";"0";"";"";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto;3 piętro, 2 pokoje w tym jednen połączony z korytarzem, kuchnia, łazienka;Obręb: 0041 - Pilczyce, Ark.: 15, Nr dz.: 113/67,113/68;księga gruntowa: WR1K/00328467/6";"";"250496.00";"5150.00";"";"";"WR1K/00354270/9";"Sąd Rejonowy dla Wrocławia - Krzyków";"6626/2016";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-136";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"113/67,113/68";"296";"666/10000
"
"";"2016-12-22";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Pilczyce (41)";"15";"ul. GÓRNICZA ";"71 ";"7";"42.98";"198981.48";"4629.63";"";"";"";"";"0";"";"";"Prawo własności";"(uw - użytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek pierwotny";"Brak informacji czy cena netto/brutto, ceny unettowiono ;3 piętro, 2 pokoje w tym jeden z aneksem kuchennym, łazienka, korytarz;Obręb: 0041 - Pilczyce, Ark.: 15, Nr dz.: 113/67,113/68;księga gruntowa: WR1K/00328467/6";"";"214900.00";"5000.00";"";"";"WR1K/00354173/9";"Sąd Rejonowy dla Wrocławia - Krzyków";"";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-136";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"113/67,113/68";"296";"589/10000
"
"";"2016-12-22";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Pilczyce (41)";"15";"ul. GÓRNICZA ";"71 ";"8";"43.07";"233148.15";"5413.24";"";"";"";"";"0";"";"";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto;3 piętro, 2 pokoje w tym jeden z aneksem kuchennym, łazienka, korytarz;Obręb: 0041 - Pilczyce, Ark.: 15, Nr dz.: 113/67,113/68;księga gruntowa: WR1K/00328467/6";"";"251800.00";"5846.30";"";"";"WR1K/00354373/1";"Sąd Rejonowy dla Wrocławia - Krzyków";"6635/2016";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-136";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"113/67,113/68";"296";"590/10000
"
"";"2017-02-28";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"PiIczyce (41)";"15";"ul. GÓRNICZA ";"75 ";"7";"44.07";"133059.26";"3019.27";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"Brak informacji czy cena netto/brutto, ceny unettowiono ;III piętro,3 pokoje,w tym jeden z aneksem kuchennym,łazienka,prawo do korzystania zpom.piwnicznego nr 7 o pow. ok.4m2;Obręb: 0041 - PiIczyce, Ark.: 15, Nr dz.: 113/11,113/75;księga gruntowa: WR1K/00325744/1";"";"143704.00";"3260.81";"";"";"WR1K/00356424/8";"Sąd Rejonowy dla Wrocławia - Krzyków";"962/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-136";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"113/11,113/75";"141";"2488/20000
"
"";"2017-04-26";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"PiIczyce (41)";"15";"ul. GÓRNICZA ";"75 ";"7";"44.07";"291666.67";"6618.26";"";"";"";"";"0";"";"";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"Brak informacji czy cena netto/brutto, ceny unettowiono ;4 kondygnacja, 3 pokoje w tym jeden z aneksem kuchennym, łazienka;Obręb: 0041 - PiIczyce, Ark.: 15, Nr dz.: 113/11,113/75;księga gruntowa: WR1K/00325744/1";"";"315000.00";"7147.72";"";"";"WR1K/00356424/8";"Sąd Rejonowy dla Wrocławia - Krzyków";"2165/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-136";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"113/11,113/75";"141";"2488/20000
"
"";"2017-05-29";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Pilczyce (41)";"15";"ul. GÓRNICZA ";"75 ";"8";"44.1";"281481.48";"6382.80";"";"";"";"";"0";"";"";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"Brak informacji czy cena netto/brutto, ceny unettowiono ;4 kondygnacja, 2 pokoje, 1 pokój z aneksem kuchennym, łazienka;Obręb: 0041 - Pilczyce, Ark.: 15, Nr dz.: 113/11,113/75;księga gruntowa: WR1K/00325744/1";"";"304000.00";"6893.42";"";"";"WR1K/00357113/2";"Sąd Rejonowy dla Wrocławia - Krzyków";"2981/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-136";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"113/11,113/75";"141";"2488/20000
"
"";"2016-12-07";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Pilczyce (41)";"15";"ul. GÓRNICZA ";"77 ";"3";"47.42";"227775.93";"4803.37";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"";"Umowa ostateczna sprzedaży rynek pierwotny";"Brak informacji czy cena netto/brutto, ceny unettowiono ;I piętro,2 pokoje,kuchnia,łazienka,korytarz;Obręb: 0041 - Pilczyce, Ark.: 15, Nr dz.: 113/22,113/70;księga gruntowa: WR1K/00332048/4";"";"245998.00";"5187.64";"";"";"WR1K/00353163/9";"Sąd Rejonowy dla Wrocławia - Krzyków";"6124/2016";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-136";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"113/22,113/70";"160";"1249/10000
"
"";"2016-12-07";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Pilczyce (41)";"15";"ul. GÓRNICZA ";"77 ";"4";"47.53";"226851.85";"4772.81";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"Brak informacji czy cena netto/brutto, ceny unettowiono ;I piętro,2 pokoje,kuchnia,łazienka,korytarz;Obręb: 0041 - Pilczyce, Ark.: 15, Nr dz.: 113/22,113/70;księga gruntowa: WR1K/00332048/4";"";"245000.00";"5154.64";"";"";"WR1K/00353175/6";"Sąd Rejonowy dla Wrocławia - Krzyków";"6132/2016";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-136";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"113/22,113/70";"160";"1252/10000
"
"";"2017-01-12";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Pilczyce (41)";"15";"ul. GÓRNICZA ";"77 ";"5";"47.36";"219259.26";"4629.63";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"Brak informacji czy cena netto/brutto, ceny unettowiono ;II pięro,2 pokoje,kuchnia,łazienka,przedpokój;Obręb: 0041 - Pilczyce, Ark.: 15, Nr dz.: 113/22,113/70;księga gruntowa: WR1K/00332048/4";"";"236800.00";"5000.00";"";"";"WR1K/00354876/7";"Sąd Rejonowy dla Wrocławia - Krzyków";"208/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-136";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"113/22,113/70";"160";"1247/10000
"
"";"2017-01-10";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Pilczyce (41)";"15";"ul. GÓRNICZA ";"77 ";"6";"47.47";"227680.56";"4796.30";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"Brak informacji czy cena netto/brutto, ceny unettowiono ;II piętro,2 pokoje,kuchnia,łazienka,korytarz;Obręb: 0041 - Pilczyce, Ark.: 15, Nr dz.: 113/22,113/70;księga gruntowa: WR1K/00332048/4";"";"245895.00";"5180.01";"";"";"WR1K/00354757/7";"Sąd Rejonowy dla Wrocławia - Krzyków";"159/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-136";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"113/22,113/70";"160";"1250/10000
"
"";"2017-05-10";"dolnośląskie";"Wrocław";"Wrocław-Stare Miasto (delegatura)";"Wrocław-Stare Miasto";"Stare Miasto";"Stare Miasto (01)";"30";"ul. GRABISZYNSKA ";"83 ";"10";"56.6";"310458.33";"5485.13";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek pierwotny";"cena brutto;3 kondygnacja-3 pokoje,w tym jeden z aneksem kuchennym połączony zprzedpokojem,łazienka;Obręb: 0001 - Stare Miasto, Ark.: 30, Nr dz.: 20/9,20/10;księga gruntowa: WR1K/00096759/4";"";"335295.00";"5923.94";"";"";"WR1K/00358732/4";"Sąd Rejonowy dla Wrocławia - Krzyków";"4384/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"53-503";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"20/9,20/10";"4380";"76/10000
"
"";"2017-04-24";"dolnośląskie";"Wrocław";"Wrocław-Stare Miasto (delegatura)";"Wrocław-Stare Miasto";"Stare Miasto";"Stare Miasto (01)";"30";"ul. GRABISZYNSKA ";"83 ";"12";"56.6";"307730.56";"5436.94";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto;II piętro,2 pokoje w tym jeden z aneksem kuchennym, łazienka, przedpokój,do IokaIuprzylega loggia;Obręb: 0001 - Stare Miasto, Ark.: 30, Nr dz.: 20/9,20/10";"";"332349.00";"5871.89";"";"";"WR1K/00096759/4";"Sąd Rejonowy dla Wrocławia - Krzyków";"4366/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"53-503";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"20/9,20/10";"4380";"76/10000
"
"";"2017-04-25";"dolnośląskie";"Wrocław";"Wrocław-Stare Miasto (delegatura)";"Wrocław-Stare Miasto";"Stare Miasto";"Stare Miasto (01)";"30";"ul. GRABISZYNSKA ";"83 ";"16";"48.6";"268650.00";"5527.78";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto;III piętro,2 pokoje w tym jeden z aneksem kuchennym,łazienka i przedpokój;Obręb: 0001 - Stare Miasto, Ark.: 30, Nr dz.: 20/9,20/10;księga gruntowa: WR1K/00096759/4";"";"290142.00";"5970.00";"";"";"WR1K/00358261/1";"Sąd Rejonowy dla Wrocławia - Krzyków";"4455/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"53-503";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"20/9,20/10";"4380";"65/10000
"
"";"2017-06-01";"dolnośląskie";"Wrocław";"Wrocław-Stare Miasto (delegatura)";"Wrocław-Stare Miasto";"Stare Miasto";"Stare Miasto (01)";"30";"ul. GRABISZYNSKA ";"83 ";"19";"56.0";"307200.93";"5485.73";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek pierwotny";"cena brutto;4 kondygnacja-2 pokoje,w tym jeden z aneksem kuchennym,łazienka,przedpokój;Obręb: 0001 - Stare Miasto, Ark.: 30, Nr dz.: 20/9;księga gruntowa: WR1K/00096759/4";"";"331777.00";"5924.59";"";"";"WR1K/00359771/6";"Sąd Rejonowy dla Wrocławia - Krzyków";"5400/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"53-503";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"20/9";"2652";"75/10000
"
"";"2017-04-24";"dolnośląskie";"Wrocław";"Wrocław-Stare Miasto (delegatura)";"Wrocław-Stare Miasto";"Stare Miasto";"Stare Miasto (01)";"30";"ul. GRABISZYNSKA ";"83 ";"2";"49.0";"267685.19";"5462.96";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto;I piętro, 2 pokoje, w tym jeden z aneksem kuchennym, łazienka,przedpokój,do IokaIuprzylega taras;Obręb: 0001 - Stare Miasto, Ark.: 30, Nr dz.: 20/9,20/10";"";"289100.00";"5900.00";"";"";"WR1K/00096759/4";"Sąd Rejonowy dla Wrocławia - Krzyków";"4384/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"53-503";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"20/9,20/10";"4380";"65/10000
"
